term,category,hasSyn,id,ext_id,remark
interconnected,arrangement,0,1005,,
interfoveolar,arrangement,0,1006,,
interior,position,1,1007,,
intermediate,position,0,1008,,
intermingled,arrangement,1,1009,,
internarial,position,0,1010,,
internidal,arrangement,0,1011,,
interocellar,arrangement,0,1012,,
interocular,arrangement,0,1013,,
interorbit,structure,0,1014,,
interorbital,position,0,1015,,
interpelvic,architecture,0,1016,,
interpretation,structure,0,1017,,
interrugal,arrangement,0,1018,,
interrupted,architecture,0,1019,,
interruptions,insertion,0,1020,,
intersecting,arrangement,0,1021,,
intersegmental,arrangement,0,1022,,
interspace,structure,1,1023,,
interspersed,surface_configuration,0,1024,,
interstitial,surface_sculpture,0,1025,,
interstrial,surface_sculpture,0,1026,,
intertwined,arrangement,0,1027,,
intrageneric,arrangement,0,1028,,
intraspecific,arrangement,0,1029,,
intricate,arrangement,0,1030,,
inturncd,direction,0,1031,,
intuscated,arrangement,0,1032,,
invagination,structure,0,1033,,
inverse,direction,1,1034,,
invisible,presence,0,1035,,
involves,presence,0,1036,,
inward,direction,0,1037,,
iridescent,coloration,0,1038,,
iris,structure,0,1039,,
irrregular,arrangement,0,1040,,
isolate,arrangement,1,1041,,
it,substance,0,1042,,
iv,count,0,1043,,
ivory,coloration,0,1044,,
j_shaped,shape,0,1045,,
jagged,structure,0,1046,,
jaw,structure,1,1047,,
jet_black,coloration,0,1048,,
joined,fusion,1,1049,,
joint,structure,1,1050,,
jugal,structure,0,1051,,
junction,position,0,1052,,
juncture,structure,0,1053,,
juts,structure,0,1054,,
juvenile,life_style,1,1055,,
kamengensis,structure,0,1056,,
katepistcrnum,structure,0,1057,,
katepisternum,structure,0,1058,,
katepisternun,structure,0,1059,,
keel,structure,1,1060,,
keeled,shape,0,1061,,
knees,structure,0,1062,,
knife_edged,shape,0,1063,,
labral,structure,0,1064,,
labrum,structure,0,1065,,
lachrymals,structure,0,1066,,
lack,density,1,1067,,
lacunose,surface_sculpture,0,1068,,
lamellae,structure,0,1069,,
lamellar,structure,0,1070,,
lamellate,shape,1,1071,,
laminar,structure,0,1072,,
laminate,shape,0,1073,,
lanceolate,shape,0,1074,,
lancet,structure,0,1075,,
lanose,surface_sculpture,0,1076,,
large,size,1,1077,,
large_eyed,structure,0,1078,,
larvae,life_style,0,1079,,
larval,structure,0,1080,,
last,position,0,1081,,
late_striate,surface_sculpture,0,1082,,
later,position,0,1083,,
laterad,position,0,1084,,
lateral,position,0,1085,,
lateral_line,position,0,1086,,
laterapical,position,0,1087,,
latero_dorsal,position,1,1088,,
latero_posterior,position,0,1089,,
laterocaudad,position,0,1090,,
laterotergite,structure,0,1091,,
latter,structure,0,1092,,
lavender,coloration,0,1093,,
lavender_gray,coloration,0,1094,,
layer,structure,0,1095,,
lean,shape,1,1096,,
lectus,structure,0,1097,,
left,direction,0,1098,,
leg,structure,1,1099,,
lengthened,length,1,1100,,
lengths,length,0,1101,,
lengthways,structure,0,1102,,
lesser,density,0,1103,,
level,structure,0,1104,,
light,intensity_level,1,1105,,
light,reflectance,0,1106,,
light_colored,coloration,0,1107,,
light_medium,reflectance,0,1108,,
lighter_colored,reflectance,1,1109,,
limb,structure,0,1110,,
limit,structure,0,1111,,
limited,presence,0,1112,,
line,structure,1,1113,,
linear,shape,0,1114,,
linear_triangular,shape,0,1115,,
lined,presence,0,1116,,
lineolata,structure,0,1117,,
lineolate,surface_sculpture,0,1118,,
lining,surface_sculpture,0,1119,,
link,fusion,0,1120,,
lip,structure,1,1121,,
lip_like,shape,0,1122,,
liquid,structure,0,1123,,
little,intensity_level,0,1124,,
live,presence,1,1125,,
livery,structure,0,1126,,
loaf_shaped,shape,0,1127,,
lobate,shape,1,1128,,
lobe,structure,0,1129,,
local,position,1,1130,,
located,location,0,1131,,
located,position,0,1132,,
lodge,presence,1,1133,,
long,length,1,1134,,
long_elliptical,shape,0,1135,,
longicauda,structure,0,1136,,
longish,shape,0,1137,,
longitudinal,orientation,0,1138,,
looped,shape,0,1139,,
loose,density,1,1140,,
lord,structure,0,1141,,
loss,presence,1,1142,,
low,position,1,1143,,
low_triangular,shape,0,1144,,
lower,derivation,1,1145,,
lozenge,architecture,0,1146,,
lucid,reflectance,0,1147,,
lugulose,surface_sculpture,0,1148,,
lustrous,reflectance,0,1149,,
luteous,coloration,0,1150,,
lying,presence,0,1151,,
macropterus,structure,0,1152,,
macrotrema,structure,0,1153,,
mahogany,coloration,0,1154,,
main,prominence,0,1155,,
maintaining,presence,0,1156,,
major,prominence,0,1157,,
malar,structure,0,1158,,
male,reproduction,1,1159,,
malpighian,structure,0,1160,,
mandible,structure,1,1161,,
mandibular,structure,0,1162,,
many,density,0,1163,,
margin,structure,0,1164,,
marginal,position,1,1165,,
margins,structure,0,1166,,
marked,structure,1,1167,,
marroon,coloration,1,1168,,
masculine,reproduction,0,1169,,
masking,presence,0,1170,,
massive,size,0,1171,,
masticatory,position,0,1172,,
mat,surface_sculpture,1,1173,,
mating,reproduction,1,1174,,
matter,structure,0,1175,,
mature,age,0,1176,,
maxilla,structure,1,1177,,
maxillary,structure,0,1178,,
maximum,intensity_level,0,1179,,
mayrian,structure,0,1180,,
medial,position,0,1181,,
medially_directed,direction,0,1182,,
median,position,0,1183,,
mediodorsal,position,0,1184,,
medium,size,0,1185,,
medium_brown,coloration,0,1186,,
medium_length,length,0,1187,,
medium_sized,size,1,1188,,
mediumlong,length,0,1189,,
melanophores,structure,0,1190,,
melbourne,distribution,0,1191,,
membrane,structure,1,1192,,
membranous,surface_sculpture,0,1193,,
mensurable,comparison,0,1194,,
merge,fusion,1,1195,,
meristic,differentiation,0,1196,,
mes,structure,0,1197,,
mesad,fusion,0,1198,,
mesad,position,0,1199,,
mesal,position,0,1200,,
mesepisternum,structure,0,1201,,
meshes,structure,0,1202,,
mesial,position,0,1203,,
meso,position,0,1204,,
meso,structure,0,1205,,
meso_metanotum,structure,0,1206,,
mesocpinotal,position,0,1207,,
mesoepinotal,position,0,1208,,
mesokatepisternal,position,0,1209,,
mesometanotal,position,0,1210,,
mesometapleural,position,0,1211,,
mesometasternum,structure,0,1212,,
mesonotal,position,0,1213,,
mesonotal_propodeal,position,0,1214,,
mesonotum,structure,0,1215,,
mesopleura,structure,1,1216,,
mesopleural,position,0,1217,,
mesopropodeal,position,0,1218,,
mesoscutal,position,0,1219,,
mesoscutum,structure,0,1220,,
mesoso,position,0,1221,,
mesosoma,structure,0,1222,,
mesosomal,position,0,1223,,
mesosomal_propodeal,position,0,1224,,
mesothoracic,position,0,1225,,
mesotibial,position,0,1226,,
messoma,structure,0,1227,,
meta,position,0,1228,,
metaepinotal,position,0,1229,,
metallic,coloration,0,1230,,
metanotal,position,0,1231,,
metanotum,structure,0,1232,,
metapeural,position,0,1233,,
metapleura,structure,1,1234,,
metapleural,position,0,1235,,
metapropodeal,position,0,1236,,
metasoma,structure,0,1237,,
metasomal,position,0,1238,,
metasternal,position,0,1239,,
metasternum,structure,0,1240,,
metathoracic,position,0,1241,,
metathorax,structure,0,1242,,
metatibia,structure,1,1243,,
metatibial,position,0,1244,,
metepisterna,structure,1,1245,,
micro,size,0,1246,,
microaerolate,surface_sculpture,0,1247,,
micropunctate,surface_sculpture,0,1248,,
microreticulate,surface_sculpture,1,1249,,
microscopical,surface_sculpture,0,1250,,
microsculpture,structure,0,1251,,
microsculptured,surface_sculpture,0,1252,,
microstructure,surface_sculpture,0,1253,,
microtuberculated,shape,0,1254,,
mid,position,1,1255,,
mid_brown,coloration,0,1256,,
mid_cleft,position,0,1257,,
mid_eye,structure,0,1258,,
mid_level,structure,0,1259,,
midclypeal,position,0,1260,,
middorsal,position,0,1261,,
middorsum,structure,0,1262,,
midfrontal,position,0,1263,,
midheight,position,0,1264,,
midlateral,position,0,1265,,
midlength,position,0,1266,,
midlevel,position,0,1267,,
midline,structure,0,1268,,
midlongitudinal,position,0,1269,,
midpoint,structure,0,1270,,
midpronotal,position,0,1271,,
midventral,position,0,1272,,
midway,position,0,1273,,
milky,coloration,1,1274,,
minor,prominence,0,1275,,
minority,intensity_level,0,1276,,
minus,absence,0,1277,,
minute,size,0,1278,,
mixture,arrangement,0,1279,,
moderate,intensity_level,0,1280,,
modest,intensity_level,0,1281,,
modestly_sized,size,0,1282,,
modified,development,0,1283,,
monomorphic,life_style,0,1284,,
more,comparison,0,1285,,
morphocline,structure,0,1286,,
most,intensity_level,0,1287,,
mottled,coloration,0,1288,,
mound,coloration,0,1289,,
mouth,structure,0,1290,,
much,intensity_level,0,1291,,
mud,coloration,0,1292,,
multicolored,coloration,0,1293,,
multidentate,architecture,1,1294,,
multifacetted,surface_sculpture,0,1295,,
multiple,count,0,1296,,
multituberculated,surface_sculpture,0,1297,,
multitudinous,density,0,1298,,
mutilated,manifestation,0,1299,,
myrmicocrypta_like,shape,0,1300,,
myzostoma,structure,0,1301,,
naked,presence,0,1302,,
nape,structure,0,1303,,
nares,structure,0,1304,,
narrow,width,1,1305,,
narrow_lanceolate,size,0,1306,,
narrowed,size,1,1307,,
near_perfect,intensity_level,0,1308,,
near_vertical,shape,0,1309,,
nearby,position,1,1310,,
nebulifer,structure,0,1311,,
neck,structure,0,1312,,
neck_like,shape,0,1313,,
needle_like,shape,1,1314,,
nervures,structure,0,1315,,
nest_under,position,0,1316,,
network,structure,0,1317,,
neuration,structure,0,1318,,
never,absence,0,1319,,
new,age,0,1320,,
next,position,0,1321,,
nigro,coloration,0,1322,,
nigro_piceous,coloration,1,1323,,
nigrofuscous,coloration,0,1324,,
nine,count,0,1325,,
nineteenth,position,0,1326,,
ninth,position,0,1327,,
nitid,reflectance,0,1328,,
no,absence,0,1329,,
no,presence,0,1330,,
nodal,position,0,1331,,
node,structure,1,1332,,
nodiform,shape,1,1333,,
none,absence,1,1334,,
normal,normality,0,1335,,
nostril,structure,1,1336,,
notable,prominence,0,1337,,
notauli,structure,1,1338,,
notch,structure,0,1339,,
notched,shape,0,1340,,
noticeable,prominence,0,1341,,
nucal,shape,0,1342,,
nuchal,position,0,1343,,
numeral,density,1,1344,,
nuptial,reproduction,0,1345,,
nuptial,behaviour,0,1346,,
oblique,shape,0,1347,,
oblique_dorsal,shape,0,1348,,
obliterated,surface_sculpture,0,1349,,
oblong,shape,0,1350,,
oblong_cordate,shape,0,1351,,
oblong_ovate,shape,1,1352,,
oblong_quadrate,shape,1,1353,,
obovate,shape,0,1354,,
obscure,manifestation,0,1355,,
obscured,manifestation,0,1356,,
observed,presence,0,1357,,
obsolescent,presence,0,1358,,
obsolete,absence,0,1359,,
obtuse_angled,shape,1,1360,,
obtuse_conical,shape,0,1361,,
obvious,presence,0,1362,,
occipital,position,0,1363,,
occiptial,position,0,1364,,
occiput,structure,0,1365,,
occurring,presence,0,1366,,
ocelli,structure,1,1367,,
ocello_occipital,structure,0,1368,,
ocellocular,structure,0,1369,,
ochra,coloration,1,1370,,
oculomandibular,structure,0,1371,,
oddly_shaped,shape,0,1372,,
off_white,coloration,0,1373,,
old,age,1,1374,,
olivaceous,coloration,1,1375,,
olive_brown,coloration,1,1376,,
ommatidia,structure,0,1377,,
ommatidial,structure,0,1378,,
one,count,0,1379,,
one_eighth,ratio,1,1380,,
one_fifth,ratio,0,1381,,
one_fourth,ratio,0,1382,,
one_half,ratio,1,1383,,
one_quarter,ratio,0,1384,,
one_sixth,ratio,0,1385,,
one_third,ratio,0,1386,,
opalescent,coloration,0,1387,,
opaque,coloration,1,1388,,
opaque_black,coloration,1,1389,,
open,closure,0,1390,,
opened,architecture,0,1391,,
opening,structure,0,1392,,
opercle,structure,0,1393,,
operculum,structure,0,1394,,
opposable,position,0,1395,,
opposite,position,0,1396,,
opposite,arrangement,0,1397,,
or_shaped,shape,0,1398,,
orange,coloration,1,1399,,
orange_andbrown,coloration,0,1400,,
orange_brown,coloration,1,1401,,
orange_red,coloration,0,1402,,
orange_yellow,coloration,0,1403,,
orbicular,shape,1,1404,,
orbit,structure,1,1405,,
orbito_spiracular,position,0,1406,,
ordinary,nomality,0,1407,,
oriental,orientation,0,1408,,
orifice,structure,0,1409,,
origin,structure,0,1410,,
originating,presence,0,1411,,
orthocephalic,structure,0,1412,,
out_turned,direction,0,1413,,
outcurved,shape,0,1414,,
outer,position,1,1415,,
outstanding,prominence,0,1416,,
oval,shape,1,1417,,
overall,structure,0,1418,,
overarched,shape,1,1419,,
overhang,size,1,1420,,
overhanging,shape,0,1421,,
overhung,position,0,1422,,
overlaid,presence,0,1423,,
overlain,density,0,1424,,
overlap,arrangement,1,1425,,
overlay,presence,1,1426,,
overreaching,size,0,1427,,
overtones,intensity_level,0,1428,,
packed,density,0,1429,,
pad,structure,0,1430,,
paddle_shaped,shape,0,1431,,
pain,structure,0,1432,,
pair,structure,1,1433,,
paired,arrangement,0,1434,,
palatines,structure,0,1435,,
pale,coloration,1,1436,,
pale_yellow,coloration,1,1437,,
palp,structure,1,1438,,
palpal,structure,0,1439,,
panamanian,structure,0,1440,,
papillose,surface_sculpture,0,1441,,
paracarinal,architecture,0,1442,,
paraclypeal,architecture,0,1443,,
parafrontal,architecture,0,1444,,
parallel,direction,1,1445,,
parallel_sided,architecture,0,1446,,
paramedian,position,0,1447,,
parameral,position,0,1448,,
paramere,structure,0,1449,,
parapscs,structure,0,1450,,
parapsidal,position,0,1451,,
parascutal,position,0,1452,,
parasitic,structure,0,1453,,
paratypes,structure,0,1454,,
pareuchiloglanisgracilicaudata,structure,0,1455,,
parietal,placentation,0,1456,,
part,structure,1,1457,,
partial,size,0,1458,,
patch,structure,1,1459,,
pattern,coloration,0,1460,,
pattern,arrangement,1,1461,,
paxilliform,shape,0,1462,,
peak,position,1,1463,,
pear_like,shape,0,1464,,
pear_shaped,shape,0,1465,,
pectinate,shape,0,1466,,
pectination,structure,0,1467,,
pectoral,position,0,1468,,
pectoral_fin,structure,0,1469,,
pectoral_pelvic,position,0,1470,,
pectorals,structure,0,1471,,
peculiar,shape,0,1472,,
pedicel,structure,0,1473,,
pedicelar,shape,0,1474,,
peduncle,structure,0,1475,,
pedunculate,shape,1,1476,,
peglike,shape,0,1477,,
pelvic,structure,0,1478,,
pelvic_anal,position,0,1479,,
pelvic_caudal,position,0,1480,,
pelvic_fin,structure,0,1481,,
penial,position,0,1482,,
penis,structure,0,1483,,
pennant_shaped,shape,0,1484,,
pentagonal,shape,0,1485,,
penultimate,position,0,1486,,
peppered,coloration,0,1487,,
perfect,architecture,0,1488,,
perimeter,size,0,1489,,
perish,presence,0,1490,,
perpendicular,orientation,0,1491,,
petiolar,shape,0,1492,,
petiole,structure,0,1493,,
petiole_postpetiolar,position,0,1494,,
petioleg,shape,0,1495,,
pharate,structure,0,1496,,
phylogenetic,structure,0,1497,,
piccous,structure,0,1498,,
piceous,coloration,0,1499,,
pigment,coloration,1,1500,,
pile,structure,0,1501,,
piliferous,shape,0,1502,,
piligerous,surface_sculpture,0,1503,,
pilose,surface_sculpture,0,1504,,
pilosity,structure,0,1505,,
pinched,surface_sculpture,0,1506,,
pinkish,coloration,0,1507,,
pit,structure,1,1508,,
pitfall,structure,0,1509,,
pitted,surface_sculpture,0,1510,,
plain,surface_sculpture,1,1511,,
plane,structure,0,1512,,
plants,structure,0,1513,,
plate,structure,0,1514,,
platform,structure,0,1515,,
plentiful,density,0,1516,,
ploughed,shape,0,1517,,
plumose,architecture,0,1518,,
plus,presence,0,1519,,
poilanei,structure,0,1520,,
point,structure,0,1521,,
pointed,shape,0,1522,,
pointing,direction,1,1523,,
polished,reflectance,0,1524,,
polydomous,life_style,0,1525,,
polygonal,shape,0,1526,,
polymorphic,habit,0,1527,,
polymorphism,density,0,1528,,
populous,density,0,1529,,
pores,structure,0,1530,,
porrect,orientation,0,1531,,
port,structure,0,1532,,
portion,structure,1,1533,,
poserolateral,position,0,1534,,
positioned,position,0,1535,,
post,position,0,1536,,
post_marginal,position,0,1537,,
post_ventral,position,0,1538,,
postbuccal,position,0,1539,,
posterad,position,0,1540,,
posteriolateral,position,1,1541,,
posterior,position,1,1542,,
postero_dorsal,position,1,1543,,
postero_mesonotal,position,0,1544,,
postero_superior,position,0,1545,,
posterodistal,position,0,1546,,
posteroinferior,position,0,1547,,
posteroinner,position,0,1548,,
posteromedial,position,1,1549,,
posteroventral,position,0,1550,,
postocellar,position,0,1551,,
postocular,position,0,1552,,
postorbital,position,0,1553,,
postpedicellar,position,0,1554,,
postpetiolar,position,0,1555,,
postpetiolar_gastral,position,0,1556,,
postpetiole,structure,0,1557,,
postpetiole_shaped,shape,0,1558,,
postpetole,position,0,1559,,
postscutellum,structure,0,1560,,
powerful,external_texture,0,1561,,
pre_anal,position,1,1562,,
pre_narial,position,0,1563,,
pre_oral,position,0,1564,,
pre_orbital,position,0,1565,,
pre_pectoral,position,0,1566,,
pre_pelvic,position,0,1567,,
pre_spiracular,position,0,1568,,
pre_ventral,position,0,1569,,
preapical,position,0,1570,,
prebasal,position,0,1571,,
precaudal,position,0,1572,,
preceded,direction,1,1573,,
predominated,prominence,0,1574,,
prelate,arrangement,0,1575,,
premaxilla,structure,1,1576,,
premesonotal,position,0,1577,,
preoccipital,position,0,1578,,
preocular,position,0,1579,,
preopercle,structure,0,1580,,
preopercular,position,0,1581,,
presence,character,1,1582,,
preserved,presence,0,1583,,
pretarsal,position,0,1584,,
pretergital,position,0,1585,,
pretergite,structure,0,1586,,
pretty,manifestation,0,1587,,
previous,position,0,1588,,
prey,structure,0,1589,,
primary,count,0,1590,,
primitive,age,0,1591,,
principal,prominence,0,1592,,
prismatic,shape,0,1593,,
pro,position,0,1594,,
pro_mesothoracic,position,0,1595,,
process,structure,1,1596,,
procoxa,structure,1,1597,,
procumbent,habit,0,1598,,
produced,presence,0,1599,,
profemur,structure,0,1600,,
profile_shaped,shape,0,1601,,
profound,prominence,0,1602,,
progress,development,1,1603,,
project,structure,1,1604,,
prolixdorsalis,structure,0,1605,,
prolixdorsalis,species_name,0,1606,,
prolongation,structure,0,1607,,
prolonged,direction,0,1608,,
promeso,position,0,1609,,
promesonotal,position,0,1610,,
promesonotum,structure,0,1611,,
promesosonal,position,0,1612,,
promesosotal,position,0,1613,,
prominence,character,1,1614,,
prone,orientation,0,1615,,
pronotal,position,0,1616,,
pronotum,structure,0,1617,,
pronounced,prominence,0,1618,,
pronounced,manifestation,0,1619,,
proper,structure,0,1620,,
propleura,structure,0,1621,,
propodeal,position,0,1622,,
propodeum,structure,0,1623,,
proportionate,ratio,0,1624,,
proposed,presence,0,1625,,
prothoracic,position,0,1626,,
prothorax,structure,0,1627,,
protibia,structure,0,1628,,
protracted,direction,0,1629,,
protruding,orientation,0,1630,,
protrusible,direction,0,1631,,
protrusion,structure,0,1632,,
protuberant,shape,0,1633,,
protuberences,structure,0,1634,,
provided,presence,0,1635,,
proximal,position,0,1636,,
pruinose,coating,0,1637,,
pseudobranchiae,structure,0,1638,,
pterotic,position,0,1639,,
pterygoids,structure,0,1640,,
pubecence,surface_sculpture,1,1641,,
puncta,structure,0,1642,,
punctate,surface_sculpture,1,1643,,
punctate_granulate,surface_sculpture,0,1644,,
punctate_rugulose,surface_sculpture,1,1645,,
punctate_striate,surface_sculpture,1,1646,,
punctatereticulate,surface_sculpture,0,1647,,
punctation,structure,0,1648,,
punctuate_perlate,surface_sculpture,0,1649,,
punctuation,structure,1,1650,,
punctulopubescent,surface_sculpture,0,1651,,
punctures,structure,1,1652,,
puncturing,surface_sculpture,0,1653,,
pupation,structure,0,1654,,
pupil,structure,0,1655,,
purple,coloration,1,1656,,
pyriform,shape,0,1657,,
quadrate,shape,1,1658,,
quadrate_oval,shape,0,1659,,
quadridentate,shape,0,1660,,
quadrituberculate,shape,0,1661,,
quarter,ratio,0,1662,,
queen,life_style,0,1663,,
radiais,structure,0,1664,,
radial,arrangement,1,1665,,
radials,structure,0,1666,,
radiate,architecture,0,1667,,
radius,structure,0,1668,,
rainforest,structure,0,1669,,
raised,development,0,1670,,
random,density,0,1671,,
range,structure,0,1672,,
rare,density,0,1673,,
ray,structure,1,1674,,
real,presence,0,1675,,
rear,position,1,1676,,
rearward,direction,0,1677,,
reception,structure,0,1678,,
recessed,presence,0,1679,,
reclinate,development,0,1680,,
recognizable,presence,0,1681,,
recorded,presence,0,1682,,
rectangular,shape,0,1683,,
recumbent,architecture,0,1684,,
recurrent,arrangement,0,1685,,
recurved,shape,0,1686,,
red,coloration,1,1687,,
red_black,coloration,0,1688,,
red_brown,coloration,1,1689,,
reddish_orange,coloration,0,1690,,
reddish_yellow,coloration,1,1691,,
redescription,structure,0,1692,,
reduced,intensity_level,0,1693,,
reduced,size,0,1694,,
reflect,reflectance,1,1695,,
reflexed,reflectance,0,1696,,
region,structure,1,1697,,
regular,architecture,0,1698,,
regular,normality,0,1699,,
regularly_spaced,arrangement,0,1700,,
remainder,structure,0,1701,,
remarkable,prominence,0,1702,,
remiform,shape,0,1703,,
renamed,presence,0,1704,,
rendered,presence,0,1705,,
reniform,shape,0,1706,,
repeated,presence,0,1707,,
representative,presence,1,1708,,
reproductive,reproduction,0,1709,,
resembles,comparison,1,1710,,
restricted,presence,0,1711,,
retained,presence,0,1712,,
reticular,surface_sculpture,1,1713,,
reticulate_foveolate,surface_sculpture,0,1714,,
reticulate_granulate,surface_sculpture,0,1715,,
reticulate_puncate,surface_sculpture,1,1716,,
reticulate_striolate,surface_sculpture,1,1717,,
reticulatelyrugose,surface_sculpture,1,1718,,
reticulatepuncturation,surface_sculpture,0,1719,,
reticulation,structure,1,1720,,
reticulum,structure,0,1721,,
retractable,arrangement,0,1722,,
retracted,presence,1,1723,,
rhabdurus,structure,0,1724,,
rhomboid,shape,1,1725,,
rich,density,0,1726,,
ridge,structure,1,1727,,
right,position,0,1728,,
right,direction,0,1729,,
right_angular,shape,1,1730,,
right_subtriangular,shape,0,1731,,
rigid,external_texture,0,1732,,
rim,structure,0,1733,,
rimmed,presence,0,1734,,
rimosus,structure,0,1735,,
ring,structure,1,1736,,
ringlike,shape,0,1737,,
ripe,external_texture,0,1738,,
rise,direction,1,1739,,
rising,development,0,1740,,
robust,size,0,1741,,
robusta,structure,0,1742,,
rogeri,structure,0,1743,,
romboid,structure,0,1744,,
rotten,external_texture,0,1745,,
rotundate,shape,0,1746,,
rough,surface_sculpture,1,1747,,
roughened,surface_configuration,0,1748,,
round,shape,1,1749,,
round_bottomed,shape,0,1750,,
round_edged,shape,0,1751,,
roundedtriangular,shape,0,1752,,
row,structure,1,1753,,
rudiment,manifestation,1,1754,,
rufescent,coloration,0,1755,,
rufo_castaneous,surface_sculpture,0,1756,,
rufo_ferruginous,surface_sculpture,0,1757,,
rufo_fulvous,surface_sculpture,0,1758,,
rufo_piceous,coloration,0,1759,,
rufo_piceous,shape,0,1760,,
rufo_testaceous,shape,0,1761,,
rufofuscous,coloration,0,1762,,
rufopiceous,coloration,0,1763,,
rufotestaceous,coloration,0,1764,,
rufous,coloration,1,1765,,
ruga,structure,1,1766,,
rugoreticular,surface_sculpture,1,1767,,
rugose,surface_sculpture,0,1768,,
rugose_punctate,surface_sculpture,1,1769,,
rugosereticulate,surface_sculpture,0,1770,,
rugosestriate,surface_sculpture,0,1771,,
rugosity,structure,0,1772,,
rugoso_reticulation,surface_sculpture,1,1773,,
rugula,structure,1,1774,,
rugular,surface_sculpture,1,1775,,
rugulation,surface_sculpture,0,1776,,
rugulose_carinulate,surface_sculpture,0,1777,,
rugulose_punctate,surface_sculpture,0,1778,,
ruguloso_striate,surface_sculpture,0,1779,,
rugulosoreticulate,surface_sculpture,0,1780,,
running,architecture,0,1781,,
running,course,0,1782,,
rusty,coloration,0,1783,,
rusty_red,coloration,0,1784,,
saddle,structure,1,1785,,
saddle_like,shape,1,1786,,
saddle_shaped,shape,0,1787,,
sagittal,shape,1,1788,,
salient,orientation,0,1789,,
salivary,structure,0,1790,,
salta,distribution,0,1791,,
same,comparison,0,1792,,
sandpaperlike,surface_sculpture,0,1793,,
sandy,surface_sculpture,0,1794,,
scabrous,surface_sculpture,0,1795,,
scale,structure,1,1796,,
scale_like,shape,1,1797,,
scalloped,shape,0,1798,,
scanty,density,1,1799,,
scape,structure,1,1800,,
scapular,shape,0,1801,,
scarce,density,0,1802,,
scattered,density,0,1803,,
scimitar_shaped,shape,0,1804,,
sclerites,structure,0,1805,,
sclerotised,surface_sculpture,1,1806,,
scotti_group,group,0,1807,,
scratches,structure,0,1808,,
scries,structure,0,1809,,
scrobal,position,0,1810,,
scrobe,structure,1,1811,,
scrobe_like,shape,0,1812,,
scrobiculate,relief,0,1813,,
scruffy,structure,0,1814,,
sculp,surface_sculpture,0,1815,,
sculpted,surface_sculpture,1,1816,,
sculpture,structure,1,1817,,
sculpture_free,surface_sculpture,0,1818,,
scutellum,structure,0,1819,,
scuto,surface_sculpture,0,1820,,
scutoscutellar,surface_sculpture,0,1821,,
scutum,structure,0,1822,,
scythe_shaped,shape,0,1823,,
second,position,0,1824,,
section,structure,1,1825,,
sector,structure,0,1826,,
seen,presence,0,1827,,
segment,structure,1,1828,,
segmental,shape,1,1829,,
segmented,structure,0,1830,,
semicirclet,shape,1,1831,,
semicircular,arrangement,0,1832,,
semidecumbent,shape,0,1833,,
semierect,shape,0,1834,,
semiglobose,shape,0,1835,,
semiliquid,architecture,0,1836,,
semitranslucent,reflectance,0,1837,,
semitransparent,reflectance,0,1838,,
sensilla,structure,1,1839,,
sensorial,shape,0,1840,,
separable,differentiation,0,1841,,
separate,arrangement,1,1842,,
sequence,arrangement,0,1843,,
sericeous,surface_sculpture,0,1844,,
series,structure,0,1845,,
serket,structure,0,1846,,
serrae,structure,0,1847,,
serrate,shape,1,1848,,
sessile,position,0,1849,,
set,structure,0,1850,,
setaceous,shape,0,1851,,
setae,structure,1,1852,,
setal,shape,0,1853,,
setiform,shape,0,1854,,
setigerous,surface_sculpture,0,1855,,
setose,surface_sculpture,0,1856,,
seventeenth,position,0,1857,,
seventh,count,0,1858,,
several,density,0,1859,,
sexuality,reproduction,0,1860,,
sexuals,reproduction,0,1861,,
shaded,coloration,0,1862,,
shaft,structure,0,1863,,
shagreen,coloration,1,1864,,
shallow,depth,1,1865,,
shape,character,1,1866,,
sharkfin,shape,0,1867,,
sharp,shape,1,1868,,
sharp_edged,shape,0,1869,,
sheath,structure,0,1870,,
sheen,structure,0,1871,,
shelf,structure,0,1872,,
shelf_like,shape,0,1873,,
shelve,shape,0,1874,,
shield,architecture,0,1875,,
shield_like,shape,1,1876,,
shifted,arrangement,0,1877,,
shinier,reflectance,0,1878,,
shining,surface_sculpture,1,1879,,
shiny,reflectance,0,1880,,
short,length,1,1881,,
short_cylindrical,shape,0,1882,,
short_denticulate,shape,0,1883,,
short_elliptical,shape,0,1884,,
short_oval,shape,0,1885,,
short_spiniform,shape,0,1886,,
shortened,size,0,1887,,
shorter,size,1,1888,,
shovel_like,shape,0,1889,,
sibling,life_style,0,1890,,
sichuanensis,structure,0,1891,,
sickleshaped,shape,0,1892,,
side,position,0,1893,,
sided,architecture,0,1894,,
sides,structure,0,1895,,
sidewards,direction,0,1896,,
sideways,position,0,1897,,
sight,presence,0,1898,,
sigmoidal,shape,0,1899,,
sign,structure,0,1900,,
silken,coloration,1,1901,,
silver,coloration,1,1902,,
silvery_grey,coloration,0,1903,,
silvery_white,coloration,1,1904,,
similar,comparison,1,1905,,
simple,comparison,0,1906,,
sinensis,structure,0,1907,,
single,count,0,1908,,
sinuate,shape,0,1909,,
sinuous,course,0,1910,,
site,structure,0,1911,,
sitting,location,0,1912,,
situate,presence,1,1913,,
six,count,0,1914,,
sixteenth,position,0,1915,,
sixth,position,0,1916,,
size,character,1,1917,,
skin,structure,0,1918,,
slanted,surface_sculpture,1,1919,,
slender,shape,0,1920,,
slick,surface_sculpture,0,1921,,
